HISTORY	CVP	PCWP	HYPOVOLEMIA	LVEDVOLUME	LVFAILURE	STROKEVOLUME	ERRLOWOUTPUT	HRBP	HREKG	ERRCAUTER	HRSAT	INSUFFANESTH	ANAPHYLAXIS	TPR	EXPCO2	KINKEDTUBE	MINVOL	FIO2	PVSAT	SAO2	PAP	PULMEMBOLUS	SHUNT	INTUBATION	PRESS	DISCONNECT	MINVOLSET	VENTMACH	VENTTUBE	VENTLUNG	VENTALV	ARTCO2	CATECHOL	HR	CO	BP
3	4	2	2	2	2	2	2	4	4	2	4	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	3	4	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	4	2	2	2	3	2	2	2	3	3	3	2	2	2	2	4
2	4	4	3	4	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	3	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	3
2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	5	2	3	2	2	2	3	2	2	2	2	2	2	2	3	3	5	4	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	4	2	3	3	2	2	2	2	2	2	2	4	5	4	4	3	2	2	2	2
2	2	4	3	4	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	2	4	3	4	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	3	3	3	2	2	4	3	2	4	2	3	3	2	2	2	2	2	2	2	5	5	4	4	3	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	4	2	3	2	4	2	2	2	3	4	2	2	2	2	3	4	2	2	2	2	3	4
2	2	2	3	2	2	2	3	3	4	2	4	2	2	3	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	3	4	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	5	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	4	2	3	4	3	3	3	2	4	2	3	3	4	4	4	3	2	2	2	2
2	2	2	2	2	2	3	2	4	4	2	4	2	2	3	3	2	4	2	3	3	2	2	2	2	4	2	3	3	4	4	4	3	3	3	3	3
2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	3	3	2	2	2	3	2	2	3	2	4	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	5	2	2	2	2	2	3	4	2	2	2	2	3	3	2	2	2	2	2	2
3	4	4	2	4	3	3	3	3	2	2	2	2	2	2	3	2	4	2	3	3	2	2	2	2	4	2	2	2	4	4	4	3	2	2	4	3
2	2	2	2	2	2	3	2	4	4	2	4	3	2	4	3	3	3	2	2	2	2	2	2	2	4	2	2	2	4	3	3	2	2	3	3	4
2	2	2	2	2	2	2	2	4	4	2	4	2	2	3	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	3	4	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	3	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	3
2	4	4	3	4	2	3	2	2	2	2	2	3	2	3	3	2	4	2	3	4	4	3	3	2	2	3	2	2	5	4	4	3	2	2	3	3
2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	3	2	2	3	3	3	2	2	3	3	2	2	2	2	2	3	2	3	3	2	2	2	2	3	3	2	2	2	2	4	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	5	2	4	2	3	3	2	2	2	2	4	2	4	4	4	4	4	4	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	4	4	2	4	2	4	3	3	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	3	2	2	2	3	5	5	4	2	2	2	2
2	2	2	2	2	2	2	2	4	4	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	3	2	3	2	2	4	3	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
3	3	3	2	3	3	3	2	4	4	2	4	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	3	3	4
2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	3	2	3	2	2	2	3	3	3	2	2	2	2	2	3	3	3	2	2	2	2	2
2	3	2	2	2	2	2	2	4	4	2	4	3	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	3	4	3
2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	4	2	3	3	2	2	2	2	3	2	3	3	4	4	4	3	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	3	2	2	2	2	5	5	3	3	2	2	2	2	4
2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	4	4	3	4	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	4	2	2	2	2	2	3	3	2	3	2	2	3	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	4	2	3	3	2	2	2	2	2	2	4	4	5	4	4	4	2	2	2	2
2	2	2	2	2	2	2	2	2	3	3	3	2	2	4	3	2	5	2	2	2	2	2	3	4	2	2	2	2	3	3	5	4	2	2	2	4
2	2	4	3	4	2	2	2	2	2	2	2	2	2	4	5	2	4	3	4	4	3	2	2	2	4	2	3	3	4	4	4	4	2	2	2	4
2	2	4	3	4	2	2	2	2	2	2	2	2	2	2	3	2	4	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	4	4	2	4	2	2	4	3	2	3	3	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	3	4	4
2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	4	4	2	4	3	2	3	3	2	4	2	3	3	2	2	2	2	4	3	2	2	4	4	4	3	3	3	4	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	4	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	4
2	2	4	2	2	2	4	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2
2	4	4	2	4	2	2	2	4	3	2	4	3	2	3	3	2	4	2	3	3	2	2	2	2	2	3	2	2	5	4	4	3	3	3	4	2
2	2	3	2	2	2	2	2	2	2	2	2	3	2	4	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	4
2	4	4	3	4	2	2	2	4	4	2	4	2	2	3	3	2	4	2	3	3	2	2	2	2	3	2	2	2	3	4	4	3	3	3	4	4
2	4	4	3	4	2	3	2	2	3	3	3	3	2	4	4	2	3	2	4	2	2	2	3	4	2	2	2	2	3	4	2	2	2	2	3	4
2	2	2	2	2	2	2	2	2	3	3	3	2	2	3	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	2	2	2	2	2	2
3	3	3	2	3	3	3	2	2	2	2	2	3	2	4	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	3	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
3	3	3	2	3	3	3	2	4	4	2	4	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	3	3	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	3	2	3	2	2	2	3	3	3	2	2	2	2	3
2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	3	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	4	2	2	2	2	3	2	5	5	3	3	2	2	2	2	2
2	2	2	2	2	2	3	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	2	2	4	4	5	3	3	2	2	2	3	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	3	2	2	2	3	2	2	2	3	3	3	2	2	2	2	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	3	3	3	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	4
2	3	3	3	3	2	3	3	3	3	3	3	3	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	4	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	4	3	3	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	3	2	2	5	3	3	2	2	3	4	3
2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	3	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	4	2	2	2	3	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	4	4	2	4	2	2	4	3	2	4	2	3	3	2	2	2	2	2	2	2	5	5	4	4	3	2	3	4	4
2	2	4	2	3	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	3	2	2	2	3	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	3	2	2	2	2	2	2	2	2	2	4	5	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	4	4	2	4	2	2	4	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	3	4	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	4	4	2	4	2	2	4	3	2	3	2	2	2	4	2	2	2	3	2	2	2	3	3	3	2	2	3	4	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	3	2	2	2	2	2	3	2	2	2	2	3	3	2	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	3	2	2	2	2	2	2	2	3	3	3	2	2	2	4	3
2	2	2	2	2	2	3	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	3	4
2	2	4	3	4	2	3	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	3	4
2	2	2	2	2	2	4	2	4	4	2	4	2	2	3	4	2	3	2	2	2	2	2	2	2	3	2	2	2	3	5	5	4	3	3	4	3
2	3	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	3	3	3	2	2	4	3	2	3	2	2	2	2	2	2	2	2	2	2	5	5	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	4	4	3	4	2	3	3	3	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	2	3	2	2	5	3	3	2	2	2	3	3
2	2	2	2	2	2	2	2	4	4	2	4	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	3	4	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	3
2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	4
2	2	2	3	2	2	2	2	2	2	2	2	3	2	4	3	2	5	2	2	2	2	2	3	4	2	2	2	2	3	3	5	4	2	2	2	3
2	2	2	2	2	2	4	2	4	2	3	2	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	3	2	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	4	4	2	4	2	2	3	5	2	4	2	3	3	2	2	2	2	2	3	2	2	5	4	4	4	3	3	4	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	5	2	2	2	2	2	3	4	2	2	2	2	3	3	5	4	2	2	3	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	4	2	3	3	2	2	2	2	2	3	2	2	5	4	4	3	2	2	2	2
2	3	2	2	2	2	2	3	3	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	4	2	3	3	2	2	2	2	4	2	3	3	4	4	4	3	2	2	2	4
2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	4	3
2	2	2	2	2	2	2	2	4	4	2	4	2	2	4	3	2	4	2	3	2	2	2	3	2	4	2	3	3	4	4	4	3	3	3	4	4
2	2	3	2	2	2	2	2	4	4	2	4	2	2	2	3	2	3	2	2	2	3	2	2	2	2	2	2	2	3	3	3	2	2	3	4	3
2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2
2	3	3	2	3	2	2	3	3	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	4	3	4	2	2	2	2	2	2	2	2	2	4	3	2	4	2	3	3	2	2	2	2	2	3	2	2	5	4	4	3	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	3	3	2	2	2	2	2	4	3	2	3	2	2	2	4	2	2	2	2	3	2	2	5	3	3	2	2	2	2	4
2	4	4	2	4	2	2	2	2	2	2	2	2	2	4	3	2	4	2	3	2	2	2	3	2	4	2	2	5	5	4	4	3	2	2	2	4
2	3	2	2	2	2	3	2	2	3	3	3	2	2	2	4	2	2	3	2	2	2	2	3	4	2	2	2	2	3	4	2	2	2	2	3	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	3	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	3	3	3	2	2	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	4	4	2	4	2	2	4	3	3	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	3	4	4
2	4	4	2	4	2	2	2	2	3	3	3	2	2	2	3	2	3	2	2	2	3	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	2	2	3	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	4	4	2	4	3	2	4	3	2	2	2	2	2	2	2	3	3	3	2	2	2	3	3	2	2	2	3	4	4
2	2	2	2	2	2	2	2	4	4	2	4	2	2	4	3	2	3	2	2	2	3	3	3	2	2	2	2	2	3	3	3	2	2	3	4	4
2	2	2	2	2	2	2	2	2	2	2	2	3	2	4	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	4
2	3	2	2	2	2	2	2	2	4	2	4	2	2	3	5	2	4	2	3	3	2	2	2	2	4	2	3	3	4	4	4	4	3	3	4	2
2	4	4	3	4	2	2	2	4	4	2	4	2	2	3	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	3	3	4	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	4	3	4	4	2	2	2	2	2	3	2	5	5	4	4	3	2	2	2	3
2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	5	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	3	2	2	4	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	4	2	2	3	3	2	3	2	2	2	2	2	3	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	4	3	4	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	4	4
2	2	4	3	4	2	3	3	3	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	4	3
2	4	4	3	4	2	3	2	2	2	2	2	2	2	2	3	2	4	2	3	3	2	2	2	2	2	3	2	2	5	4	4	3	2	2	3	4
2	2	2	2	2	2	2	2	2	3	3	3	2	2	3	4	2	4	3	2	2	2	2	2	2	2	2	4	4	5	4	2	2	2	2	2	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	2	4	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	3	2	4	2	3	4	2	2	3	3	2	3	2	2	4	2	2	2	2	2	3	2	2	3	3	3	4	3	3	3	4
2	2	2	2	2	2	4	2	2	2	2	3	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	3
2	2	4	3	4	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	3	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	4
2	4	4	2	4	2	2	2	2	2	2	2	2	2	4	3	2	3	3	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2
2	4	3	3	4	2	2	2	2	2	2	2	2	2	3	3	2	4	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	4	4	2	4	2	2	3	3	2	5	2	2	2	2	2	3	4	4	3	3	3	2	3	5	4	3	3	4	2
2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	3	2	4	2	3	3	2	2	2	2	4	2	3	3	4	4	4	3	2	2	2	4
2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	3	2	5	2	2	2	2	2	3	4	2	2	2	2	3	3	5	4	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	3	3	2	2	2	2	2	4	4	2	4	2	2	2	2	2	2	2	2	3	2	2	5	4	3	2	2	2	4	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	4	2	3	3	2	2	2	2	4	2	3	3	4	4	4	3	2	2	2	2
2	2	4	3	4	2	2	2	2	3	2	2	3	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	3	3	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	3	2	2	2	2	2	3	2	2	2	4	4	5	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	4	3	2	2	2	2	2	2	2	2	2	4	4	2	2	2	2	2	3	3	3	2	2	2	2	2	4	3	4
2	2	3	2	2	2	2	3	3	2	2	2	2	2	3	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	4	4	3	4	2	3	2	4	4	2	4	2	2	2	4	2	3	2	3	3	2	2	2	2	2	2	2	2	3	5	5	4	2	3	3	4
2	4	4	3	4	2	2	2	4	4	2	4	3	2	4	3	2	4	2	3	3	2	2	2	2	4	2	3	3	4	4	4	3	2	3	2	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	4	2	2	2	3	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	3	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	3	2	5	5	3	3	2	2	2	2	3
2	4	4	3	4	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	4	2	2	2	5	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	3	2	2	2	2	4	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	3	4
2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	3	3	2	2	2	2	2	2	2	3	3	3	2	2	2	2	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	3	2	3	2	2	2	3	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	2
2	4	4	3	4	2	3	2	2	2	2	2	2	2	2	4	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	3	4
2	2	2	2	2	2	2	2	2	2	2	4	2	2	4	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	4
2	4	4	3	4	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2
2	3	3	2	3	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	3
2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	2	2	4
2	3	4	3	4	2	2	3	4	4	2	4	2	2	2	3	2	3	2	2	2	2	2	2	2	3	2	2	2	3	3	3	2	2	3	4	3
2	4	4	3	4	2	3	2	4	4	2	4	3	2	3	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	3	3	4
2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	5	5	3	3	2	2	2	2	2
2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	2	2	2	2	2	2
2	4	4	3	4	2	3	2	2	2	2	2	2	2	4	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	3	4
2	2	2	2	2	2	2	2	2	3	3	3	2	2	4	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	2	4
2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	5	2	4	2	3	3	2	2	2	2	5	3	2	2	5	4	4	4	2	2	2	3
2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	4	3
2	4	4	3	4	2	3	2	4	4	2	4	2	2	3	5	3	4	2	3	3	2	2	2	2	5	2	2	2	3	4	4	4	3	3	3	3
2	3	2	2	2	2	2	2	2	3	3	3	2	2	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2
2	3	2	2	2	2	2	2	4	2	3	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	5	5	3	3	2	2	3	4	3
2	3	3	3	3	2	3	2	2	2	2	2	2	2	2	3	2	3	3	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	3	4
2	2	4	3	4	2	2	2	2	2	2	2	2	2	4	3	2	2	2	2	2	3	2	2	3	2	2	2	2	3	3	2	2	2	2	2	3
2	3	2	2	2	2	3	2	3	2	2	2	3	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	3	4
2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	3	2	3	2	2	2	2	2	2	2	4	2	2	2	3	3	3	2	2	2	4	4
