x	y	type	ai	info	cplx	Nxy_ai	log_confidence	infOrt	trueOrt	isOrtOk	sign	partial_correlation
0000000000000000000000000000001000001	VENTLUNG	BP	TN	NA	8.16585	13.354	1000	-5.18815	0	NA	NA	NA	NA
0000000001000000000000000000010000000	HREKG	VENTTUBE	TN	NA	7.65802	12.8675	1000	-5.20948	0	NA	NA	NA	NA
0001000000000000000000000000001000000	HYPOVOLEMIA	VENTLUNG	TN	NA	1.55046	6.87563	1000	-5.32517	0	NA	NA	NA	NA
0000000000001000010000000000000000000	INSUFFANESTH	MINVOL	TN	NA	1.39266	6.72539	1000	-5.33273	0	NA	NA	NA	NA
0000000000000000000001000000000000100	PAP	HR	TN	NA	2.66316	8.01456	1000	-5.3514	0	NA	NA	NA	NA
0000000000000000000000100100000000000	PULMEMBOLUS	PRESS	TN	NA	0.520492	5.8729	1000	-5.352408	0	NA	NA	NA	NA
0000000000000000000001000000100000000	PAP	VENTMACH	TN	NA	6.39151	11.7666	1000	-5.37509	0	NA	NA	NA	NA
0000000000000000100000000000010000000	KINKEDTUBE	VENTTUBE	TN	NA	0.54856	5.9272	1000	-5.37864	0	NA	NA	NA	NA
0000000000000000001000000100000000000	FIO2	PRESS	TN	NA	1.22982	6.61748	1000	-5.38766	0	NA	NA	NA	NA
0000000000000000011000000000000000000	MINVOL	FIO2	TN	NA	0.886165	6.28146	1000	-5.395295	0	NA	NA	NA	NA
0000000000000000000000000010100000000	DISCONNECT	VENTMACH	TN	NA	1.1646	6.56335	1000	-5.39875	0	NA	NA	NA	NA
0000001000000000000010000000000000000	STROKEVOLUME	SAO2	TN	NA	3.29553	8.72201	1000	-5.42648	0	NA	NA	NA	NA
0000000000010000000000000001000000000	HRSAT	MINVOLSET	TN	NA	3.29054	8.74055	1000	-5.45001	0	NA	NA	NA	NA
0000000000000000000000000010000001000	DISCONNECT	CATECHOL	TN	VENTALV	0.770747	6.27808	1000	-5.507333	0	NA	NA	NA	NA
0000000100000000010000000000000000000	ERRLOWOUTPUT	MINVOL	TN	NA	0.783657	6.307	1000	-5.523343	0	NA	NA	NA	NA
0000000000000000000001000001000000000	PAP	MINVOLSET	TN	NA	2.53753	8.06337	1000	-5.52584	0	NA	NA	NA	NA
0000000000000001000000000000000000100	EXPCO2	HR	TN	NA	5.69336	11.2261	1000	-5.53274	0	NA	NA	NA	NA
0000000000000000000001000000000010000	PAP	ARTCO2	TN	NA	3.15319	8.71631	1000	-5.56312	0	NA	NA	NA	NA
0000000000000000010000000000000001000	MINVOL	CATECHOL	TN	ARTCO2	7.27898	12.8442	1000	-5.56522	0	NA	NA	NA	NA
0001000000000000000000000100000000000	HYPOVOLEMIA	PRESS	TN	NA	1.88422	7.45436	1000	-5.57014	0	NA	NA	NA	NA
0000000000001000000000000100000000000	INSUFFANESTH	PRESS	TN	NA	1.47934	7.0614	1000	-5.58206	0	NA	NA	NA	NA
0000000000000000000010000000000000001	SAO2	BP	TN	NA	3.97793	9.59988	1000	-5.62195	0	NA	NA	NA	NA
0000001000000000000100000000000000000	STROKEVOLUME	PVSAT	TN	NA	2.99607	8.64346	1000	-5.64739	0	NA	NA	NA	NA
0001000000000001000000000000000000000	HYPOVOLEMIA	EXPCO2	TN	NA	1.20816	6.86243	1000	-5.65427	0	NA	NA	NA	NA
0000000000100000000000000000010000000	ERRCAUTER	VENTTUBE	TN	NA	1.01018	6.66524	1000	-5.65506	0	NA	NA	NA	NA
0000000000000000000100001000000000000	PVSAT	INTUBATION	TN	VENTALV	5.51157	11.1964	1000	-5.68483	0	NA	NA	NA	NA
0100000000000000000000000000000000001	CVP	BP	TN	NA	4.40519	10.0916	1000	-5.68641	0	NA	NA	NA	NA
0000000001000000000000000001000000000	HREKG	MINVOLSET	TN	NA	3.01342	8.72278	1000	-5.70936	0	NA	NA	NA	NA
0000000000010000000000000000010000000	HRSAT	VENTTUBE	TN	NA	7.12315	12.8939	1000	-5.77075	0	NA	NA	NA	NA
0001000000000000000000000000100000000	HYPOVOLEMIA	VENTMACH	TN	NA	1.18423	6.95631	1000	-5.77208	0	NA	NA	NA	NA
0100000000000000000010000000000000000	CVP	SAO2	TN	NA	3.30747	9.08838	1000	-5.78091	0	NA	NA	NA	NA
0000000000000000000000000000100001000	VENTMACH	CATECHOL	TN	VENTALV	9.30295	15.0904	1000	-5.78745	0	NA	NA	NA	NA
1000000000000000000000000000010000000	HISTORY	VENTTUBE	TN	NA	0.359135	6.1527	1000	-5.793565	0	NA	NA	NA	NA
1000000000000000010000000000000000000	HISTORY	MINVOL	TN	NA	0.42562	6.25486	1000	-5.82924	0	NA	NA	NA	NA
0000000000000000000000000001000001000	MINVOLSET	CATECHOL	TN	VENTALV	4.7681	10.6095	1000	-5.8414	0	NA	NA	NA	NA
0000000000001001000000000000000000000	INSUFFANESTH	EXPCO2	TN	NA	0.622842	6.46947	1000	-5.846628	0	NA	NA	NA	NA
0000000000000000000000000000100000100	VENTMACH	HR	TN	ARTCO2	17.3171	23.1698	1000	-5.8527	0	NA	NA	NA	NA
0100000000000001000000000000000000000	CVP	EXPCO2	TN	NA	6.70404	12.5616	1000	-5.85756	0	NA	NA	NA	NA
0000001000000001000000000000000000000	STROKEVOLUME	EXPCO2	TN	NA	6.15164	12.0192	1000	-5.86756	0	NA	NA	NA	NA
0000000010000000000000000000000001000	HRBP	CATECHOL	TN	HR	1.1507	7.02992	1000	-5.87922	0	NA	NA	NA	NA
1000001000000000000000000000000000000	HISTORY	STROKEVOLUME	TN	LVEDVOLUME,LVFAILURE	1.77864	7.67072	1000	-5.89208	0	NA	NA	NA	NA
0000100000000000000000000001000000000	LVEDVOLUME	MINVOLSET	TN	NA	2.78338	8.714	1000	-5.93062	0	NA	NA	NA	NA
0000000000000010000010000000000000000	TPR	SAO2	TN	NA	3.67003	9.6182	1000	-5.94817	0	NA	NA	NA	NA
0000000000000000000010000000000010000	SAO2	ARTCO2	TN	PVSAT	6.37235	12.3288	1000	-5.95645	0	NA	NA	NA	NA
0000000000000000000011000000000000000	SAO2	PAP	TN	NA	2.46969	8.42825	1000	-5.95856	0	NA	NA	NA	NA
0000000100000000000000000100000000000	ERRLOWOUTPUT	PRESS	TN	NA	0.679763	6.64301	1000	-5.963247	0	NA	NA	NA	NA
0001000000000000000000000000000100000	HYPOVOLEMIA	VENTALV	TN	NA	1.24889	7.27619	1000	-6.0273	0	NA	NA	NA	NA
0000000000000000000010000000000000100	SAO2	HR	TN	CATECHOL	5.85669	11.892	1000	-6.03531	0	NA	NA	NA	NA
0000000000000000000000000110000000000	PRESS	DISCONNECT	TN	VENTTUBE	7.22279	13.2603	1000	-6.03751	0	NA	NA	NA	NA
0000000000000000000000001100000000000	INTUBATION	PRESS	FN	VENTALV	18.9535	25.0325	1000	-6.079	0	2	Y	NA	NA
0000000000000100000000000000000000001	ANAPHYLAXIS	BP	TN	TPR	1.02579	7.1345	1000	-6.10871	0	NA	NA	NA	NA
0000001001000000000000000000000000000	STROKEVOLUME	HREKG	TN	NA	3.08244	9.21301	1000	-6.13057	0	NA	NA	NA	NA
0000000000000000000000000000000001010	CATECHOL	CO	TN	HR	1.36059	7.49454	1000	-6.13395	0	NA	NA	NA	NA
0010000000000000000000001000000000000	PCWP	INTUBATION	TN	NA	2.45118	8.62983	1000	-6.17865	0	NA	NA	NA	NA
0001000000000000010000000000000000000	HYPOVOLEMIA	MINVOL	TN	NA	0.92774	7.11835	1000	-6.19061	0	NA	NA	NA	NA
1000000000000000000000000000000100000	HISTORY	VENTALV	TN	NA	0.208891	6.4127	1000	-6.203809	0	NA	NA	NA	NA
0000000000000000000010000000000001000	SAO2	CATECHOL	FN	ARTCO2	2.97835	9.19663	1000	-6.21828	0	2	Y	NA	NA
0000000000000000000001000000000000001	PAP	BP	TN	NA	3.17094	9.43147	1000	-6.26053	0	NA	NA	NA	NA
0000000000000000000100000000000000100	PVSAT	HR	TN	CATECHOL	5.35626	11.6312	1000	-6.27494	0	NA	NA	NA	NA
0000000001000000000000000000000001000	HREKG	CATECHOL	TN	HR	1.55387	7.83874	1000	-6.28487	0	NA	NA	NA	NA
0100000000000000000000000000000010000	CVP	ARTCO2	TN	NA	2.99448	9.37644	1000	-6.38196	0	NA	NA	NA	NA
0000000010000000000100000000000000000	HRBP	PVSAT	TN	CATECHOL	6.42614	12.8115	1000	-6.38536	0	NA	NA	NA	NA
0100000000000000000100000000000000000	CVP	PVSAT	TN	NA	2.60964	9.00984	1000	-6.4002	0	NA	NA	NA	NA
0000000000000000000100000000000001000	PVSAT	CATECHOL	TN	ARTCO2	1.78083	8.197	1000	-6.41617	0	NA	NA	NA	NA
0000000010000000000000001000000000000	HRBP	INTUBATION	TN	NA	1.82118	8.27793	1000	-6.45675	0	NA	NA	NA	NA
0000000000000000010000000000000000010	MINVOL	CO	TN	NA	6.93518	13.4036	1000	-6.46842	0	NA	NA	NA	NA
0000000000000000000000000100000001000	PRESS	CATECHOL	TN	NA	0.372833	6.85341	1000	-6.480577	0	NA	NA	NA	NA
0000001000010000000000000000000000000	STROKEVOLUME	HRSAT	TN	NA	2.74748	9.23078	1000	-6.4833	0	NA	NA	NA	NA
0000001000000000000000001000000000000	STROKEVOLUME	INTUBATION	TN	NA	1.60882	8.11692	1000	-6.5081	0	NA	NA	NA	NA
0000001000000000000000000001000000000	STROKEVOLUME	MINVOLSET	TN	NA	1.81034	8.35713	1000	-6.54679	0	NA	NA	NA	NA
0000000000000000000000001000000000100	INTUBATION	HR	TN	NA	1.02211	7.57788	1000	-6.55577	0	NA	NA	NA	NA
0000000000000000000000010000000010000	SHUNT	ARTCO2	TN	VENTALV	2.44992	9.01193	1000	-6.56201	0	NA	NA	NA	NA
0000100000000000000000000000010000000	LVEDVOLUME	VENTTUBE	TN	NA	6.22218	12.8548	1000	-6.63262	0	NA	NA	NA	NA
0011000000000000000000000000000000000	PCWP	HYPOVOLEMIA	TN	LVEDVOLUME	1.80741	8.56689	1000	-6.75948	0	NA	NA	NA	NA
0000001000000000000000000000000000100	STROKEVOLUME	HR	TN	NA	1.54268	8.30832	1000	-6.76564	0	NA	NA	NA	NA
0000100000000000000010000000000000000	LVEDVOLUME	SAO2	TN	NA	2.3099	9.07888	1000	-6.76898	0	NA	NA	NA	NA
0000000000000000000000001000001000000	INTUBATION	VENTLUNG	FN	PRESS	16.0554	22.8434	1000	-6.788	0	2	Y	NA	NA
0010000000000000000001000000000000000	PCWP	PAP	TN	NA	2.27318	9.06651	1000	-6.79333	0	NA	NA	NA	NA
0100000000000000000000001000000000000	CVP	INTUBATION	TN	NA	1.65995	8.48329	1000	-6.82334	0	NA	NA	NA	NA
0000000000000000000101000000000000000	PVSAT	PAP	TN	NA	1.46219	8.3497	1000	-6.88751	0	NA	NA	NA	NA
0000000010000000000010000000000000000	HRBP	SAO2	TN	CATECHOL	6.1417	13.0723	1000	-6.9306	0	NA	NA	NA	NA
0000000000000000000000001000100000000	INTUBATION	VENTMACH	TN	NA	4.13658	11.1213	1000	-6.98472	0	NA	NA	NA	NA
0100000000000010000000000000000000000	CVP	TPR	TN	NA	3.04944	10.1099	1000	-7.06046	0	NA	NA	NA	NA
0100000000000000000001000000000000000	CVP	PAP	TN	STROKEVOLUME	9.32724	16.4397	1000	-7.11246	0	NA	NA	NA	NA
0010000010000000000000000000000000000	PCWP	HRBP	TN	NA	2.32821	9.52129	1000	-7.19308	0	NA	NA	NA	NA
0000000010000000000001000000000000000	HRBP	PAP	TN	NA	1.51382	8.71462	1000	-7.2008	0	NA	NA	NA	NA
0000000000000000000000000000000100001	VENTALV	BP	TN	NA	6.92939	14.1399	1000	-7.21051	0	NA	NA	NA	NA
0010000000000000000000000100000000000	PCWP	PRESS	TN	NA	6.73814	13.9512	1000	-7.21306	0	NA	NA	NA	NA
0000000000010000000000001000000000000	HRSAT	INTUBATION	TN	NA	1.25972	8.50034	1000	-7.24062	0	NA	NA	NA	NA
0000000000000000000000000001000000001	MINVOLSET	BP	TN	NA	1.8847	9.235	1000	-7.3503	0	NA	NA	NA	NA
0000000001000000000000001000000000000	HREKG	INTUBATION	TN	NA	1.10559	8.48257	1000	-7.37698	0	NA	NA	NA	NA
0010000000000000000010000000000000000	PCWP	SAO2	TN	NA	1.85375	9.23492	1000	-7.38117	0	NA	NA	NA	NA
0000100000000000000000000000000000100	LVEDVOLUME	HR	TN	NA	1.26126	8.6652	1000	-7.40394	0	NA	NA	NA	NA
0010000000000000000000000000010000000	PCWP	VENTTUBE	TN	NA	5.67896	13.0866	1000	-7.40764	0	NA	NA	NA	NA
0000000000000010000000000001000000000	TPR	MINVOLSET	TN	NA	1.83724	9.25332	1000	-7.41608	0	NA	NA	NA	NA
0100000000000000000000000001000000000	CVP	MINVOLSET	TN	NA	1.2641	8.7235	1000	-7.4594	0	NA	NA	NA	NA
0000000000000000000100000000001000000	PVSAT	VENTLUNG	TN	VENTALV	8.70644	16.1702	1000	-7.46376	0	NA	NA	NA	NA
0000010000000000000000000000000000001	LVFAILURE	BP	TN	CO	2.22986	9.69963	1000	-7.46977	0	NA	NA	NA	NA
0000000001000000000001000000000000000	HREKG	PAP	TN	NA	1.43824	8.91925	1000	-7.48101	0	NA	NA	NA	NA
0000000000000010000000001000000000000	TPR	INTUBATION	TN	NA	1.52509	9.01311	1000	-7.48802	0	NA	NA	NA	NA
0100000000000000000000000000001000000	CVP	VENTLUNG	TN	NA	5.04749	12.5928	1000	-7.54531	0	NA	NA	NA	NA
0000001010000000000000000000000000000	STROKEVOLUME	HRBP	TN	NA	1.45147	9.00838	1000	-7.55691	0	NA	NA	NA	NA
0000100000000010000000000000000000000	LVEDVOLUME	TPR	TN	NA	2.52871	10.1004	1000	-7.57169	0	NA	NA	NA	NA
0000100010000000000000000000000000000	LVEDVOLUME	HRBP	TN	NA	1.78709	9.36525	1000	-7.57816	0	NA	NA	NA	NA
0000100000000000000000000000000010000	LVEDVOLUME	ARTCO2	TN	NA	1.78224	9.36694	1000	-7.5847	0	NA	NA	NA	NA
0010000000000000000000000000000000100	PCWP	HR	TN	NA	1.2352	8.82123	1000	-7.58603	0	NA	NA	NA	NA
0000000000010000000001000000000000000	HRSAT	PAP	TN	NA	1.21264	8.93702	1000	-7.72438	0	NA	NA	NA	NA
0000000000000000000100000000010000000	PVSAT	VENTTUBE	TN	MINVOL,VENTLUNG	18.8106	26.5539	1000	-7.7433	0	NA	NA	NA	NA
0000000000000000000000001000000000010	INTUBATION	CO	TN	NA	0.926011	8.70861	1000	-7.782599	0	NA	NA	NA	NA
0000000000000000000000000001000000010	MINVOLSET	CO	TN	NA	1.12465	8.94882	1000	-7.82417	0	NA	NA	NA	NA
0100000000000000000000000100000000000	CVP	PRESS	TN	NA	5.89048	13.7332	1000	-7.84272	0	NA	NA	NA	NA
0000100000000000000000001000000000000	LVEDVOLUME	INTUBATION	TN	NA	0.62761	8.47379	1000	-7.84618	0	NA	NA	NA	NA
0000000000000010000001000000000000000	TPR	PAP	TN	NA	1.59268	9.44979	1000	-7.85711	0	NA	NA	NA	NA
0000100000000000000000000100000000000	LVEDVOLUME	PRESS	TN	NA	5.83941	13.7195	1000	-7.88009	0	NA	NA	NA	NA
0000100000000000000100000000000000000	LVEDVOLUME	PVSAT	TN	NA	1.08947	9.00034	1000	-7.91087	0	NA	NA	NA	NA
0000000000000000000100000010000000000	PVSAT	DISCONNECT	TN	VENTTUBE	1.212	9.19877	1000	-7.98677	0	NA	NA	NA	NA
0000100000000000010000000000000000000	LVEDVOLUME	MINVOL	TN	NA	5.05663	13.0548	1000	-7.99817	0	NA	NA	NA	NA
0010000000000000000100000000000000000	PCWP	PVSAT	TN	NA	1.12909	9.15637	1000	-8.02728	0	NA	NA	NA	NA
0000000000000000000000001000000000001	INTUBATION	BP	TN	NA	0.957281	8.99479	1000	-8.037509	0	NA	NA	NA	NA
0000001000000010000000000000000000000	STROKEVOLUME	TPR	TN	NA	1.65694	9.74355	1000	-8.08661	0	NA	NA	NA	NA
0100000000000000000000000000000000100	CVP	HR	TN	NA	0.526219	8.67469	1000	-8.148471	0	NA	NA	NA	NA
0100000010000000000000000000000000000	CVP	HRBP	TN	NA	1.1898	9.37475	1000	-8.18495	0	NA	NA	NA	NA
0000000000000010000000000000010000000	TPR	VENTTUBE	TN	NA	5.47025	13.657	1000	-8.18675	0	NA	NA	NA	NA
0000100000000001000000000000000000000	LVEDVOLUME	EXPCO2	TN	NA	4.3608	12.548	1000	-8.1872	0	NA	NA	NA	NA
0000000000000000000000000000100000010	VENTMACH	CO	TN	NA	4.88512	13.0814	1000	-8.19628	0	NA	NA	NA	NA
0000000000010000000100000000000000000	HRSAT	PVSAT	TN	CATECHOL	4.44021	12.6541	1000	-8.21389	0	NA	NA	NA	NA
0000000000000000000000001000010000000	INTUBATION	VENTTUBE	TN	NA	3.02012	11.2435	1000	-8.22338	0	NA	NA	NA	NA
1000000000000000000000000000000000001	HISTORY	BP	TN	STROKEVOLUME	0.633391	8.86024	1000	-8.226849	0	NA	NA	NA	NA
0000000000010000000010000000000000000	HRSAT	SAO2	TN	CATECHOL	4.66178	12.9149	1000	-8.25312	0	NA	NA	NA	NA
0000000000000010000100000000000000000	TPR	PVSAT	TN	NA	1.21282	9.53965	1000	-8.32683	0	NA	NA	NA	NA
0000000000000000000000000000100000001	VENTMACH	BP	TN	NA	5.13067	13.5076	1000	-8.37693	0	NA	NA	NA	NA
0000001000000000000000000000000100000	STROKEVOLUME	VENTALV	TN	NA	4.44795	12.8362	1000	-8.38825	0	NA	NA	NA	NA
0000100000010000000000000000000000000	LVEDVOLUME	HRSAT	TN	NA	1.1925	9.58766	1000	-8.39516	0	NA	NA	NA	NA
0100000000000000000000000000000000010	CVP	CO	TN	LVEDVOLUME	9.78203	18.2036	1000	-8.42157	0	NA	NA	NA	NA
0000000000000001000000010000000000000	EXPCO2	SHUNT	TN	INTUBATION	1.88957	10.3211	1000	-8.43153	0	NA	NA	NA	NA
0010000000000000010000000000000000000	PCWP	MINVOL	TN	NA	4.84537	13.2865	1000	-8.44113	0	NA	NA	NA	NA
0001000000000000000000000000000000001	HYPOVOLEMIA	BP	TN	STROKEVOLUME	2.38773	10.8353	1000	-8.44757	0	NA	NA	NA	NA
0000000000000000000100000000000010000	PVSAT	ARTCO2	TN	VENTALV	1.06806	9.53007	1000	-8.46201	0	NA	NA	NA	NA
0000000000000000000001000000010000000	PAP	VENTTUBE	TN	NA	3.38868	11.8888	1000	-8.50012	0	NA	NA	NA	NA
0101000000000000000000000000000000000	CVP	HYPOVOLEMIA	TN	LVEDVOLUME	0.325943	8.933	1000	-8.607057	0	NA	NA	NA	NA
0000000000000000000000000000001001000	VENTLUNG	CATECHOL	TN	ARTCO2	3.12704	11.7578	1000	-8.63076	0	NA	NA	NA	NA
0000000000000000000000000000010000010	VENTTUBE	CO	TN	NA	4.5548	13.2036	1000	-8.6488	0	NA	NA	NA	NA
0010000000000000000000000000000010000	PCWP	ARTCO2	TN	NA	0.852509	9.52298	1000	-8.670471	0	NA	NA	NA	NA
0000000010000010000000000000000000000	HRBP	TPR	TN	CATECHOL	4.81753	13.4891	1000	-8.67157	0	NA	NA	NA	NA
0000000000000000010000000010000000000	MINVOL	DISCONNECT	TN	VENTTUBE	3.89364	12.6128	1000	-8.71916	0	NA	NA	NA	NA
0000000000000000000000000000000010100	ARTCO2	HR	TN	CATECHOL	3.57753	12.3121	1000	-8.73457	0	NA	NA	NA	NA
0000000010000000000000000000000100000	HRBP	VENTALV	TN	CATECHOL	9.59034	18.3528	1000	-8.76246	0	NA	NA	NA	NA
0000000000000000010001000000000000000	MINVOL	PAP	TN	NA	3.24677	12.0887	1000	-8.84193	0	NA	NA	NA	NA
0010000000000000000000000000100000000	PCWP	VENTMACH	TN	NA	4.12063	12.9644	1000	-8.84377	0	NA	NA	NA	NA
0000000000000010000000000000000010000	TPR	ARTCO2	TN	NA	1.04893	9.90626	1000	-8.85733	0	NA	NA	NA	NA
0100000001000000000000000000000000000	CVP	HREKG	TN	NA	0.675035	9.57938	1000	-8.904345	0	NA	NA	NA	NA
0000001000000000000000000100000000000	STROKEVOLUME	PRESS	TN	NA	4.28091	13.1907	1000	-8.90979	0	NA	NA	NA	NA
0010000000010000000000000000000000000	PCWP	HRSAT	TN	NA	0.767382	9.74369	1000	-8.976308	0	NA	NA	NA	NA
0000000000000000000000000010000100000	DISCONNECT	VENTALV	TN	VENTTUBE	4.20739	13.1877	1000	-8.98031	0	NA	NA	NA	NA
0000001000000000000000000000100000000	STROKEVOLUME	VENTMACH	TN	NA	3.21105	12.2039	1000	-8.99285	0	NA	NA	NA	NA
0100000000000000000000000000010000000	CVP	VENTTUBE	TN	NA	3.83711	12.8685	1000	-9.03139	0	NA	NA	NA	NA
0000100000000000000000000000001000000	LVEDVOLUME	VENTLUNG	TN	NA	3.46399	12.5791	1000	-9.11511	0	NA	NA	NA	NA
0000100000000000000000000000100000000	LVEDVOLUME	VENTMACH	TN	NA	3.60346	12.7326	1000	-9.12914	0	NA	NA	NA	NA
0000100000000000000000000000000100000	LVEDVOLUME	VENTALV	TN	NA	4.20109	13.365	1000	-9.16391	0	NA	NA	NA	NA
0010000001000000000000000000000000000	PCWP	HREKG	TN	NA	0.551575	9.72592	1000	-9.174345	0	NA	NA	NA	NA
0100000000000000000000000000000100000	CVP	VENTALV	TN	NA	4.18515	13.3786	1000	-9.19345	0	NA	NA	NA	NA
0000100001000000000000000000000000000	LVEDVOLUME	HREKG	TN	NA	0.372428	9.56989	1000	-9.197462	0	NA	NA	NA	NA
0000000000000000000100000000000000010	PVSAT	CO	TN	CATECHOL	4.52779	13.7844	1000	-9.25661	0	NA	NA	NA	NA
0100000000010000000000000000000000000	CVP	HRSAT	TN	NA	0.312909	9.59715	1000	-9.284241	0	NA	NA	NA	NA
0000001000000000010000000000000000000	STROKEVOLUME	MINVOL	TN	NA	3.19911	12.526	1000	-9.32689	0	NA	NA	NA	NA
0000000000000000000000000000000101000	VENTALV	CATECHOL	TN	ARTCO2	1.00708	10.351	1000	-9.34392	0	NA	NA	NA	NA
0000000000000000000000000000001000100	VENTLUNG	HR	TN	CATECHOL	5.82225	15.2035	1000	-9.38125	0	NA	NA	NA	NA
0000000000000000000010001000000000000	SAO2	INTUBATION	TN	VENTALV	4.28077	13.7067	1000	-9.42593	0	NA	NA	NA	NA
0000000001000010000000000000000000000	HREKG	TPR	TN	CATECHOL	4.34138	13.8567	1000	-9.51532	0	NA	NA	NA	NA
0010000000000010000000000000000000000	PCWP	TPR	TN	NA	0.710403	10.2565	1000	-9.546097	0	NA	NA	NA	NA
0110000000000000000000000000000000000	CVP	PCWP	TN	LVEDVOLUME	4.26219	13.8484	1000	-9.58621	0	NA	NA	NA	NA
0000000000000000010000000001000000000	MINVOL	MINVOLSET	TN	VENTTUBE	12.1988	21.8293	1000	-9.6305	0	NA	NA	NA	NA
0000000000000010000000000000000000100	TPR	HR	TN	CATECHOL	2.47732	12.3087	1000	-9.83138	0	NA	NA	NA	NA
0000000010000000000000000000000010000	HRBP	ARTCO2	TN	CATECHOL	3.65908	13.4924	1000	-9.83332	0	NA	NA	NA	NA
0000000000000000000001000100000000000	PAP	PRESS	TN	NA	2.9074	12.7534	1000	-9.846	0	NA	NA	NA	NA
0000000000000000000001000000000100000	PAP	VENTALV	TN	NA	2.52482	12.3989	1000	-9.87408	0	NA	NA	NA	NA
0000000000000001000100000000000000000	EXPCO2	PVSAT	TN	VENTALV	9.38893	19.2868	1000	-9.89787	0	NA	NA	NA	NA
0000000000000000000000000000010001000	VENTTUBE	CATECHOL	TN	SAO2	2.76142	12.6994	1000	-9.93798	0	NA	NA	NA	NA
0000000000010000000000000100000000000	HRSAT	PRESS	TN	NA	3.74781	13.7585	1000	-10.01069	0	NA	NA	NA	NA
0000000000000000000000000000000010010	ARTCO2	CO	TN	CATECHOL	4.41918	14.4653	1000	-10.04612	0	NA	NA	NA	NA
0000000000000010000000000000100000000	TPR	VENTMACH	TN	NA	3.46869	13.5348	1000	-10.06611	0	NA	NA	NA	NA
0000000010010000000000000000000000000	HRBP	HRSAT	TN	HR	2.99144	13.1028	1000	-10.11136	0	NA	NA	NA	NA
0000000000000000000000001000000010000	INTUBATION	ARTCO2	TN	VENTALV	0.910719	11.0403	1000	-10.129581	0	NA	NA	NA	NA
0100000000000000000000000000100000000	CVP	VENTMACH	TN	NA	2.58693	12.7463	1000	-10.15937	0	NA	NA	NA	NA
0000000000000000000000000010001000000	DISCONNECT	VENTLUNG	TN	VENTTUBE	1.23866	11.4826	1000	-10.24394	0	NA	NA	NA	NA
0000000001000000000010000000000000000	HREKG	SAO2	TN	CATECHOL	3.14439	13.44	1000	-10.29561	0	NA	NA	NA	NA
0000000010000000000000000000000000010	HRBP	CO	TN	HR	3.06413	13.3746	1000	-10.31047	0	NA	NA	NA	NA
0000000001000000000100000000000000000	HREKG	PVSAT	TN	CATECHOL	2.82616	13.1791	1000	-10.35294	0	NA	NA	NA	NA
0000000011000000000000000000000000000	HRBP	HREKG	TN	HR	3.37393	13.749	1000	-10.37507	0	NA	NA	NA	NA
0000000010000000000000000100000000000	HRBP	PRESS	TN	NA	3.00254	13.4285	1000	-10.42596	0	NA	NA	NA	NA
0000000000010000000000000000000010000	HRSAT	ARTCO2	TN	CATECHOL	2.90282	13.335	1000	-10.43218	0	NA	NA	NA	NA
0000000000000000000000000000010000001	VENTTUBE	BP	TN	NA	3.13216	13.6298	1000	-10.49764	0	NA	NA	NA	NA
0000000000000000000000000000000000101	HR	BP	TN	CO	6.92993	17.4284	1000	-10.49847	0	NA	NA	NA	NA
0000000000000000000000010100000000000	SHUNT	PRESS	TN	VENTALV	7.33879	17.8945	1000	-10.55571	0	NA	NA	NA	NA
0000000000000000000000000000001000010	VENTLUNG	CO	TN	CATECHOL	7.77035	18.3309	1000	-10.56055	0	NA	NA	NA	NA
0000000000000000000001000000001000000	PAP	VENTLUNG	TN	NA	1.0092	11.613	1000	-10.6038	0	NA	NA	NA	NA
0100001000000000000000000000000000000	CVP	STROKEVOLUME	TN	LVEDVOLUME	5.4951	16.1449	1000	-10.6498	0	NA	NA	NA	NA
0010001000000000000000000000000000000	PCWP	STROKEVOLUME	TN	LVEDVOLUME	4.75781	15.4334	1000	-10.67559	0	NA	NA	NA	NA
0000000000000000010000000000000000001	MINVOL	BP	TN	NA	3.12521	13.8297	1000	-10.70449	0	NA	NA	NA	NA
0000000000000000000000000000000001001	CATECHOL	BP	TN	TPR,CO	5.20565	15.9344	1000	-10.72875	0	NA	NA	NA	NA
0000000010000001000000000000000000000	HRBP	EXPCO2	TN	NA	1.4928	12.257	1000	-10.7642	0	NA	NA	NA	NA
0000000000010000000000000000000000010	HRSAT	CO	TN	HR	3.38542	14.1557	1000	-10.77028	0	NA	NA	NA	NA
0100000000000000010000000000000000000	CVP	MINVOL	TN	NA	2.13831	13.0685	1000	-10.93019	0	NA	NA	NA	NA
0010000000000000000000000000001000000	PCWP	VENTLUNG	TN	NA	1.83699	12.8108	1000	-10.97381	0	NA	NA	NA	NA
0000000000000001000000000000000000001	EXPCO2	BP	TN	NA	2.24565	13.3229	1000	-11.07725	0	NA	NA	NA	NA
0000000000000000000000000101000000000	PRESS	MINVOLSET	TN	VENTMACH	8.87349	19.9531	1000	-11.07961	0	NA	NA	NA	NA
0000000000010000000000000000001000000	HRSAT	VENTLUNG	TN	CATECHOL	5.62979	16.7094	1000	-11.07961	0	NA	NA	NA	NA
0000000000000001000001000000000000000	EXPCO2	PAP	TN	NA	0.40226	11.5819	1000	-11.17964	0	NA	NA	NA	NA
0010000000000000000000000000000100000	PCWP	VENTALV	TN	NA	2.27618	13.5967	1000	-11.32052	0	NA	NA	NA	NA
