x	y	z.name	ui.vect	zi.vect	Ixy_ui	cplx	Rxyz_ui	category	Nxy_ui
0000001000000000000000000000000001000	STROKEVOLUME	CATECHOL	NA	NA	NA	0.446438	4.59493	0	1	1000
0000000010000000000001000000000000000	HRBP	PAP	NA	NA	NA	1.51382	8.71462	0	1	1000
1001000000000000000000000000000000000	HISTORY	HYPOVOLEMIA	NA	NA	NA	0.0920537	2.49762	0	1	1000
1000000100000000000000000000000000000	HISTORY	ERRLOWOUTPUT	NA	NA	NA	0.565402	2.22144	0	1	1000
1000000010000000000000000000000000000	HISTORY	HRBP	NA	NA	NA	1.35143	4.49965	0	1	1000
1000000001000000000000000000000000000	HISTORY	HREKG	NA	NA	NA	0.780525	4.60324	0	1	1000
0000000010000000000000000000001000000	HRBP	VENTLUNG	NA	NA	NA	9.43947	12.2881	0	1	1000
0000000010000000000000000000010000000	HRBP	VENTTUBE	NA	NA	NA	8.93518	12.5639	0	1	1000
0000000010000000000000000000100000000	HRBP	VENTMACH	NA	NA	NA	12.2052	12.4417	0	1	1000
1000000000100000000000000000000000000	HISTORY	ERRCAUTER	NA	NA	NA	0.527995	2.37856	0	1	1000
1000000000010000000000000000000000000	HISTORY	HRSAT	NA	NA	NA	1.50786	4.61222	0	1	1000
0000000010000000000000000001000000000	HRBP	MINVOLSET	NA	NA	NA	3.71724	8.51814	0	1	1000
0000000010000000000000000010000000000	HRBP	DISCONNECT	NA	NA	NA	2.59098	4.81696	0	1	1000
0000000010000000000000000100000000000	HRBP	PRESS	NA	NA	NA	3.00254	13.4285	0	1	1000
0000000010000000000000001000000000000	HRBP	INTUBATION	NA	NA	NA	1.82118	8.27793	0	1	1000
0000000010000000000000010000000000000	HRBP	SHUNT	NA	NA	NA	0.243759	4.80847	0	1	1000
0000000010000000000000100000000000000	HRBP	PULMEMBOLUS	NA	NA	NA	0.0281761	4.01208	0	1	1000
0000000100001000000000000000000000000	ERRLOWOUTPUT	INSUFFANESTH	NA	NA	NA	0.879789	2.38216	0	1	1000
1000000000001000000000000000000000000	HISTORY	INSUFFANESTH	NA	NA	NA	0.38414	2.36427	0	1	1000
1000000000000100000000000000000000000	HISTORY	ANAPHYLAXIS	NA	NA	NA	0.483887	1.86884	0	1	1000
1000000000000010000000000000000000000	HISTORY	TPR	NA	NA	NA	0.943883	4.87089	0	1	1000
1000000000000001000000000000000000000	HISTORY	EXPCO2	NA	NA	NA	2.76161	5.99893	0	1	1000
0000000010000000001000000000000000000	HRBP	FIO2	NA	NA	NA	0.714639	4.51763	0	1	1000
1000000000000000100000000000000000000	HISTORY	KINKEDTUBE	NA	NA	NA	0.12039	2.12597	0	1	1000
0000000010000000010000000000000000000	HRBP	MINVOL	NA	NA	NA	7.71609	12.7638	0	1	1000
0000000010000000100000000000000000000	HRBP	KINKEDTUBE	NA	NA	NA	0.674399	4.34705	0	1	1000
0000000010000001000000000000000000000	HRBP	EXPCO2	NA	NA	NA	1.4928	12.257	0	1	1000
1000000000000000010000000000000000000	HISTORY	MINVOL	NA	NA	NA	0.42562	6.25486	0	1	1000
0000000010000100000000000000000000000	HRBP	ANAPHYLAXIS	NA	NA	NA	1.73456	3.84577	0	1	1000
0000000010001000000000000000000000000	HRBP	INSUFFANESTH	NA	NA	NA	3.7634	4.81696	0	1	1000
0000000010100000000000000000000000000	HRBP	ERRCAUTER	NA	NA	NA	0.0898262	4.84523	0	1	1000
0000000100000000000000000000000000001	ERRLOWOUTPUT	BP	NA	NA	NA	0.340328	4.89688	0	1	1000
0000010000000000000000001000000000000	LVFAILURE	INTUBATION	NA	NA	NA	0.371617	4.01905	0	1	1000
0000001000000000001000000000000000000	STROKEVOLUME	FIO2	NA	NA	NA	0.332908	4.4357	0	1	1000
0000001000000000100000000000000000000	STROKEVOLUME	KINKEDTUBE	NA	NA	NA	0.405229	4.26512	0	1	1000
0000001000000001000000000000000000000	STROKEVOLUME	EXPCO2	NA	NA	NA	6.15164	12.0192	0	1	1000
0000010000000000001000000000000000000	LVFAILURE	FIO2	NA	NA	NA	0.163684	2.19822	0	1	1000
0000001000000010000000000000000000000	STROKEVOLUME	TPR	NA	NA	NA	1.65694	9.74355	0	1	1000
0000010000000000000100000000000000000	LVFAILURE	PVSAT	NA	NA	NA	0.0155816	4.28542	0	1	1000
0000001000000100000000000000000000000	STROKEVOLUME	ANAPHYLAXIS	NA	NA	NA	0.652349	3.76383	0	1	1000
0000001000001000000000000000000000000	STROKEVOLUME	INSUFFANESTH	NA	NA	NA	0.352959	4.73503	0	1	1000
0000001000010000000000000000000000000	STROKEVOLUME	HRSAT	NA	NA	NA	2.74748	9.23078	0	1	1000
0000010000000000000010000000000000000	LVFAILURE	SAO2	NA	NA	NA	0.148584	4.32566	0	1	1000
0000010000000000000001000000000000000	LVFAILURE	PAP	NA	NA	NA	2.42605	4.24111	0	1	1000
0000001000100000000000000000000000000	STROKEVOLUME	ERRCAUTER	NA	NA	NA	1.07752	4.7633	0	1	1000
0000010000000000000000100000000000000	LVFAILURE	PULMEMBOLUS	NA	NA	NA	0.0809769	1.94024	0	1	1000
0000010000000000000000010000000000000	LVFAILURE	SHUNT	NA	NA	NA	0.846031	2.34553	0	1	1000
0000001001000000000000000000000000000	STROKEVOLUME	HREKG	NA	NA	NA	3.08244	9.21301	0	1	1000
0000001000000000010000000000000000000	STROKEVOLUME	MINVOL	NA	NA	NA	3.19911	12.526	0	1	1000
0000001010000000000000000000000000000	STROKEVOLUME	HRBP	NA	NA	NA	1.45147	9.00838	0	1	1000
0000001100000000000000000000000000000	STROKEVOLUME	ERRLOWOUTPUT	NA	NA	NA	0.0726092	4.45295	0	1	1000
1000000000000000000000010000000000000	HISTORY	SHUNT	NA	NA	NA	0.346302	2.35998	0	1	1000
1000000000000000000000001000000000000	HISTORY	INTUBATION	NA	NA	NA	0.019974	4.04752	0	1	1000
0000010000000000000000000000000000100	LVFAILURE	HR	NA	NA	NA	0.555467	4.11389	0	1	1000
0000010000000000000000000000000001000	LVFAILURE	CATECHOL	NA	NA	NA	0.257347	2.27894	0	1	1000
0000010000000000000000000100000000000	LVFAILURE	PRESS	NA	NA	NA	3.78165	6.54875	0	1	1000
0000010000000000000000000000000010000	LVFAILURE	ARTCO2	NA	NA	NA	0.0874419	4.47196	0	1	1000
0000010000000000000000000010000000000	LVFAILURE	DISCONNECT	NA	NA	NA	0.32773	2.34981	0	1	1000
0000010000000000000000000000000100000	LVFAILURE	VENTALV	NA	NA	NA	1.21828	6.37058	0	1	1000
0000010000000000000000000000001000000	LVFAILURE	VENTLUNG	NA	NA	NA	2.46454	5.97002	0	1	1000
0000010000000000000000000001000000000	LVFAILURE	MINVOLSET	NA	NA	NA	0.643988	4.14142	0	1	1000
0000010000000000000000000000100000000	LVFAILURE	VENTMACH	NA	NA	NA	1.25396	6.0507	0	1	1000
0000010000000000000000000000010000000	LVFAILURE	VENTTUBE	NA	NA	NA	1.15761	6.11058	0	1	1000
0000001000000000000000000000010000000	STROKEVOLUME	VENTTUBE	NA	NA	NA	7.22326	12.3261	0	1	1000
1000000000000000000000100000000000000	HISTORY	PULMEMBOLUS	NA	NA	NA	0.0586108	1.9547	0	1	1000
0000010000000010000000000000000000000	LVFAILURE	TPR	NA	NA	NA	1.79348	4.84242	0	1	1000
0000001000000000000000000000000010000	STROKEVOLUME	ARTCO2	NA	NA	NA	4.11153	9.01007	0	1	1000
0000010000000001000000000000000000000	LVFAILURE	EXPCO2	NA	NA	NA	1.89745	5.95682	0	1	1000
1000000000000000000000000100000000000	HISTORY	PRESS	NA	NA	NA	2.22564	6.59087	0	1	1000
1000000000000000000001000000000000000	HISTORY	PAP	NA	NA	NA	0.742227	4.26958	0	1	1000
0000001000000000000000000000000100000	STROKEVOLUME	VENTALV	NA	NA	NA	4.44795	12.8362	0	1	1000
0000001000000000000000000000001000000	STROKEVOLUME	VENTLUNG	NA	NA	NA	9.39512	12.0504	0	1	1000
0000001000000000000100000000000000000	STROKEVOLUME	PVSAT	NA	NA	NA	2.99607	8.64346	0	1	1000
0000001000000000000000000000100000000	STROKEVOLUME	VENTMACH	NA	NA	NA	3.21105	12.2039	0	1	1000
0000001000000000000000000001000000000	STROKEVOLUME	MINVOLSET	NA	NA	NA	1.81034	8.35713	0	1	1000
0000001000000000000000000010000000000	STROKEVOLUME	DISCONNECT	NA	NA	NA	1.86738	4.73503	0	1	1000
0000010000000000100000000000000000000	LVFAILURE	KINKEDTUBE	NA	NA	NA	0.0847836	2.11151	0	1	1000
0000001000000000000000000100000000000	STROKEVOLUME	PRESS	NA	NA	NA	4.28091	13.1907	0	1	1000
1000000000000000000010000000000000000	HISTORY	SAO2	NA	NA	NA	0.25139	4.35413	0	1	1000
0000010000000000010000000000000000000	LVFAILURE	MINVOL	NA	NA	NA	2.90487	6.21274	0	1	1000
0000001000000000000000001000000000000	STROKEVOLUME	INTUBATION	NA	NA	NA	1.60882	8.11692	0	1	1000
0000001000000000000000010000000000000	STROKEVOLUME	SHUNT	NA	NA	NA	2.14314	4.72654	0	1	1000
0000001000000000000000100000000000000	STROKEVOLUME	PULMEMBOLUS	NA	NA	NA	0.709854	3.93015	0	1	1000
0000001000000000000001000000000000000	STROKEVOLUME	PAP	NA	NA	HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,CO,BP,PULMEMBOLUS,SHUNT	9.03	8.5536	0	1	1000
0000001000000000000010000000000000000	STROKEVOLUME	SAO2	NA	NA	NA	3.29553	8.72201	0	1	1000
0000000000000000010000000000000010000	MINVOL	ARTCO2	NA	VENTALV	EXPCO2,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,,CATECHOL,HRBP,HREKG,HRSAT,HR,CO	6.59429	18.6272	151.755	1	1000
0000000000000000000000000000001010000	VENTLUNG	ARTCO2	NA	VENTALV	HREKG,HRSAT,EXPCO2,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,,CATECHOL,HR,CO,HRBP	3.18726	15.9564	140.316	1	1000
0000000000000000010100000000000000000	MINVOL	PVSAT	NA	VENTALV	EXPCO2,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,,ARTCO2,CATECHOL,HRBP,HREKG,HRSAT,FIO2,HR,CO	7.26475	18.841	138.856	1	1000
0101000000000000000000000000000000000	CVP	HYPOVOLEMIA	NA	LVEDVOLUME	HISTORY,PCWP,,LVFAILURE,STROKEVOLUME,PAP,CO,ANAPHYLAXIS,BP	0.325943	8.933	123.363	1	1000
0000000000000000000100000000001000000	PVSAT	VENTLUNG	NA	VENTALV	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,SAO2,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,,ARTCO2,CATECHOL,HR,CO,SHUNT	8.70644	16.1702	116.903	1	1000
0000000000000000000000000000100100000	VENTMACH	VENTALV	NA	VENTTUBE	MINVOL,PVSAT,SAO2,PRESS,MINVOLSET,,VENTLUNG,ARTCO2,CATECHOL,HR,HRBP,HREKG,HRSAT,EXPCO2,SHUNT,INTUBATION,DISCONNECT	12.021	30.2407	110.113	1	1000
0000000000000000000000000000101000000	VENTMACH	VENTLUNG	NA	VENTTUBE	MINVOL,PVSAT,SAO2,PRESS,MINVOLSET,,VENTALV,ARTCO2,CATECHOL,HR,HREKG,HRSAT,EXPCO2,SHUNT,INTUBATION,DISCONNECT,CO	7.3412	26.0874	109.31	1	1000
0000000000000000010000000000100000000	MINVOL	VENTMACH	NA	VENTTUBE	EXPCO2,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR	9.70751	28.6856	106.781	1	1000
0110000000000000000000000000000000000	CVP	PCWP	NA	LVEDVOLUME	HISTORY,HYPOVOLEMIA,,LVFAILURE,STROKEVOLUME,PAP,CO,SHUNT,BP	4.26219	13.8484	95.4378	1	1000
0000000000000000000000000001010000000	MINVOLSET	VENTTUBE	NA	VENTMACH	EXPCO2,MINVOL,PVSAT,SAO2,PRESS,,VENTLUNG,VENTALV,ARTCO2,CATECHOL,DISCONNECT	4.32125	16.1817	95.3018	1	1000
0000000000000000010010000000000000000	MINVOL	SAO2	NA	VENTALV	EXPCO2,PVSAT,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,,ARTCO2,CATECHOL,HRBP,HREKG,HRSAT,FIO2,HR	6.66373	22.2405	85.9695	1	1000
0000000000000000000100000000100000000	PVSAT	VENTMACH	NA	VENTTUBE	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,SAO2,INTUBATION,PRESS,DISCONNECT,MINVOLSET,,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO	4.84147	21.1217	84.8734	1	1000
0000000000000000000000000000100010000	VENTMACH	ARTCO2	NA	VENTTUBE	MINVOL,PVSAT,SAO2,PRESS,MINVOLSET,,VENTLUNG,VENTALV,CATECHOL,HR,HRBP,HREKG,HRSAT,EXPCO2,SHUNT,INTUBATION,DISCONNECT,CO	8.10247	22.4801	84.2546	1	1000
0000000000000000000010000000001000000	SAO2	VENTLUNG	NA	VENTALV	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,PVSAT,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,,ARTCO2,CATECHOL,HR,CO	5.72835	19.5696	84.2113	1	1000
0000000000000000000010000000000010000	SAO2	ARTCO2	NA	PVSAT	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,CATECHOL,HR,CO	6.37235	12.3288	76.7361	1	1000
0000000000000000000010000000100000000	SAO2	VENTMACH	NA	VENTTUBE	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,PVSAT,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR	4.11124	21.8261	76.0302	1	1000
0000000000000000000010000000010000000	SAO2	VENTTUBE	NA	MINVOL	HRBP,HREKG,HRSAT,EXPCO2,,FIO2,PVSAT,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR	21.0976	23.2408	73.8576	1	1000
0000000000000001000000000000000100000	EXPCO2	VENTALV	NA	VENTLUNG,ARTCO2	MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,MINVOLSET,VENTTUBE,,HRBP,HREKG,HRSAT,CATECHOL,HR	1.42013	18.6868	69.8142	1	1000
0000000001000000000000000000000000010	HREKG	CO	NA	HR	HRBP,ERRCAUTER,HRSAT,TPR,PVSAT,SAO2,VENTLUNG,VENTALV,ARTCO2,CATECHOL,,BP,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME	3.14514	14.802	65.7398	1	1000
0000000000000000010000000001000000000	MINVOL	MINVOLSET	NA	VENTTUBE	EXPCO2,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,DISCONNECT,VENTMACH,,VENTLUNG,VENTALV,ARTCO2,CATECHOL	12.1988	21.8293	62.8339	1	1000
0000000000000000000000000001000100000	MINVOLSET	VENTALV	NA	VENTTUBE	EXPCO2,MINVOL,PVSAT,SAO2,PRESS,VENTMACH,,VENTLUNG,ARTCO2,CATECHOL,HRBP,HREKG,HRSAT,SHUNT,INTUBATION,DISCONNECT,HR	11.1108	22.9172	62.4214	1	1000
0000000000000000000000000001001000000	MINVOLSET	VENTLUNG	NA	VENTTUBE	EXPCO2,MINVOL,PVSAT,SAO2,PRESS,VENTMACH,,VENTALV,ARTCO2,CATECHOL,HREKG,HRSAT,SHUNT,INTUBATION,DISCONNECT,HR,CO	4.77483	19.8925	61.5744	1	1000
0000000000000000000000000110000000000	PRESS	DISCONNECT	NA	VENTTUBE	EXPCO2,KINKEDTUBE,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,MINVOLSET,VENTMACH,,VENTLUNG,VENTALV,ARTCO2,CATECHOL	7.22279	13.2603	58.6166	1	1000
0000000011000000000000000000000000000	HRBP	HREKG	NA	HR	ERRLOWOUTPUT,HRSAT,TPR,PVSAT,SAO2,VENTALV,ARTCO2,CATECHOL,,CO,BP,ERRCAUTER,VENTLUNG	3.37393	13.749	56.4928	1	1000
0000000000000000000000000000010010000	VENTTUBE	ARTCO2	NA	MINVOL	EXPCO2,,PVSAT,SAO2,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTLUNG,VENTALV,CATECHOL,HRBP,HREKG,HRSAT,SHUNT,INTUBATION,HR,CO	23.1629	24.8876	56.3715	1	1000
0000000010010000000000000000000000000	HRBP	HRSAT	NA	HR	ERRLOWOUTPUT,HREKG,TPR,PVSAT,SAO2,VENTALV,ARTCO2,CATECHOL,,CO,BP,ERRCAUTER,VENTLUNG	2.99144	13.1028	55.8913	1	1000
0000000000000000000000000100100000000	PRESS	VENTMACH	NA	VENTTUBE	EXPCO2,KINKEDTUBE,MINVOL,PVSAT,SAO2,SHUNT,INTUBATION,DISCONNECT,MINVOLSET,,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR	15.5233	30.5058	55.3506	1	1000
0000000000000000000000010000000100000	SHUNT	VENTALV	NA	INTUBATION	PCWP,EXPCO2,MINVOL,SAO2,PAP,PULMEMBOLUS,,PRESS,VENTLUNG,ARTCO2,HRBP,HREKG,HRSAT,PVSAT,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,CATECHOL,HR	6.13735	9.83569	54.7281	1	1000
0000000000000000000100000000000010000	PVSAT	ARTCO2	NA	VENTALV	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,SAO2,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,,CATECHOL,HR,CO,SHUNT	1.06806	9.53007	53.9172	1	1000
0000000000000000000000000000000001010	CATECHOL	CO	NA	HR	HRBP,HREKG,HRSAT,TPR,MINVOL,PVSAT,SAO2,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,,BP,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME	1.36059	7.49454	52.9862	1	1000
0000000010000000000000000000000000010	HRBP	CO	NA	HR	ERRLOWOUTPUT,HREKG,HRSAT,TPR,PVSAT,SAO2,VENTALV,ARTCO2,CATECHOL,,BP,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,VENTLUNG	3.06413	13.3746	50.7611	1	1000
0000001000000000000000000000000000001	STROKEVOLUME	BP	NA	CO	HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,PAP,,HRBP,HREKG,HRSAT,ANAPHYLAXIS,TPR,CATECHOL,HR	4.13688	17.5497	50.1061	1	1000
0000000000000000000010000000000100000	SAO2	VENTALV	NA	PVSAT	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,,SHUNT,INTUBATION,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,ARTCO2,CATECHOL,HR	11.327	15.2195	49.052	1	1000
0000000000010000000000000000000000010	HRSAT	CO	NA	HR	HRBP,HREKG,ERRCAUTER,TPR,PVSAT,SAO2,VENTLUNG,VENTALV,ARTCO2,CATECHOL,,BP,HISTORY,CVP,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME	3.38542	14.1557	48.7352	1	1000
0100001000000000000000000000000000000	CVP	STROKEVOLUME	NA	LVEDVOLUME	HISTORY,PCWP,HYPOVOLEMIA,,LVFAILURE,PAP,CO,BP	5.4951	16.1449	46.566	1	1000
0100010000000000000000000000000000000	CVP	LVFAILURE	NA	LVEDVOLUME	HISTORY,PCWP,HYPOVOLEMIA,,STROKEVOLUME,PAP,CO,BP	1.16534	6.3489	45.5425	1	1000
0000000000000000000100000001000000000	PVSAT	MINVOLSET	NA	VENTTUBE	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,SAO2,INTUBATION,PRESS,DISCONNECT,VENTMACH,,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO	3.80538	16.0369	44.0431	1	1000
0000000000000000000010000001000000000	SAO2	MINVOLSET	NA	VENTTUBE	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,PVSAT,SHUNT,INTUBATION,PRESS,DISCONNECT,VENTMACH,,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR	3.26418	16.5251	41.6216	1	1000
0000000000000000000000000010000100000	DISCONNECT	VENTALV	NA	VENTTUBE	MINVOL,PVSAT,SAO2,PRESS,,VENTLUNG,ARTCO2,CATECHOL,HRBP,HREKG,HRSAT,EXPCO2,SHUNT,INTUBATION,MINVOLSET,VENTMACH,HR	4.20739	13.1877	39.969	1	1000
0000000000000000000000000010001000000	DISCONNECT	VENTLUNG	NA	VENTTUBE	MINVOL,PVSAT,SAO2,PRESS,,VENTALV,ARTCO2,CATECHOL,HREKG,HRSAT,EXPCO2,SHUNT,INTUBATION,MINVOLSET,VENTMACH,HR,CO	1.23866	11.4826	39.6527	1	1000
0000000000000000010000000010000000000	MINVOL	DISCONNECT	NA	VENTTUBE	EXPCO2,PVSAT,SAO2,SHUNT,INTUBATION,PRESS,MINVOLSET,VENTMACH,,VENTLUNG,VENTALV,ARTCO2,CATECHOL	3.89364	12.6128	39.5759	1	1000
0000000000000000000000000001000010000	MINVOLSET	ARTCO2	NA	VENTTUBE	EXPCO2,MINVOL,PVSAT,SAO2,PRESS,VENTMACH,,VENTLUNG,VENTALV,CATECHOL,HRBP,HREKG,HRSAT,SHUNT,INTUBATION,DISCONNECT,HR,CO	11.8253	16.9787	39.0222	1	1000
0000000000000000000100000010000000000	PVSAT	DISCONNECT	NA	VENTTUBE	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,SAO2,INTUBATION,PRESS,MINVOLSET,VENTMACH,,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,CO	1.212	9.19877	38.4119	1	1000
0000000000000000010000010000000000000	MINVOL	SHUNT	NA	INTUBATION	EXPCO2,PVSAT,SAO2,,PRESS,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,VENTLUNG,VENTALV,ARTCO2,CATECHOL,PCWP,PAP,PULMEMBOLUS	5.76665	10.4438	38.2363	1	1000
0011000000000000000000000000000000000	PCWP	HYPOVOLEMIA	NA	LVEDVOLUME	HISTORY,CVP,,LVFAILURE,STROKEVOLUME,SHUNT,CO,BP,ANAPHYLAXIS	1.80741	8.56689	37.8107	1	1000
0100000000000000000000000000000000010	CVP	CO	NA	LVEDVOLUME	HISTORY,PCWP,HYPOVOLEMIA,,LVFAILURE,STROKEVOLUME,PAP,HRBP,HREKG,HRSAT,PVSAT,VENTLUNG,ARTCO2,CATECHOL,HR,BP	9.78203	18.2036	35.2052	1	1000
0000000000000000000000000010000010000	DISCONNECT	ARTCO2	NA	VENTTUBE	MINVOL,PVSAT,SAO2,PRESS,,VENTLUNG,VENTALV,CATECHOL,HRBP,HREKG,HRSAT,EXPCO2,SHUNT,INTUBATION,MINVOLSET,VENTMACH,HR,CO	4.82952	9.69156	34.557	1	1000
0000000000000001010000000000000000000	EXPCO2	MINVOL	NA	VENTALV,VENTLUNG	PVSAT,SAO2,SHUNT,INTUBATION,PRESS,MINVOLSET,VENTTUBE,,ARTCO2,CATECHOL	4.5667	29.0678	34.3678	1	1000
1100000000000000000000000000000000000	HISTORY	CVP	NA	LVEDVOLUME	PCWP,,LVFAILURE,STROKEVOLUME,CO,BP,HYPOVOLEMIA,PAP	5.05207	7.68956	34.2701	1	1000
0000000000000000000010000010000000000	SAO2	DISCONNECT	NA	VENTTUBE	HRBP,HREKG,HRSAT,EXPCO2,MINVOL,FIO2,PVSAT,SHUNT,INTUBATION,PRESS,MINVOLSET,VENTMACH,,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR	6.12685	9.45397	33.5438	1	1000
0000000000000000000000000000000000101	HR	BP	NA	CO	HRBP,HREKG,HRSAT,TPR,PVSAT,SAO2,VENTMACH,VENTLUNG,VENTALV,ARTCO2,CATECHOL,,HISTORY,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ANAPHYLAXIS	6.92993	17.4284	30.9711	1	1000
1000100000000000000000000000000000000	HISTORY	LVEDVOLUME	NA	LVFAILURE	CVP,PCWP,,STROKEVOLUME,CO,BP,HYPOVOLEMIA	0.478038	4.91361	30.9329	1	1000
0000000000000000000000001000000010000	INTUBATION	ARTCO2	NA	VENTALV	EXPCO2,MINVOL,PVSAT,SAO2,SHUNT,PRESS,VENTLUNG,,HRBP,HREKG,HRSAT,DISCONNECT,MINVOLSET,VENTMACH,VENTTUBE,CATECHOL,HR,CO	0.910719	11.0403	30.0645	1	1000
0000000000000001000100000000000000000	EXPCO2	PVSAT	NA	VENTALV	MINVOL,SAO2,SHUNT,INTUBATION,PRESS,MINVOLSET,VENTTUBE,VENTLUNG,,ARTCO2,HRBP,HREKG,HRSAT,FIO2,DISCONNECT,VENTMACH,CATECHOL,HR,CO	9.38893	19.2868	29.6639	1	1000
0010010000000000000000000000000000000	PCWP	LVFAILURE	NA	LVEDVOLUME	HISTORY,CVP,HYPOVOLEMIA,,STROKEVOLUME,SHUNT,CO,BP	1.6942	5.98278	28.534	1	1000
0000000000010000000000000000000000001	HRSAT	BP	NA	CO	HRBP,HREKG,ERRCAUTER,TPR,PVSAT,SAO2,VENTLUNG,VENTALV,ARTCO2,CATECHOL,HR,,HISTORY,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ANAPHYLAXIS	8.67596	21.2118	25.9915	1	1000
0000100000000000000000000000000000010	LVEDVOLUME	CO	NA	STROKEVOLUME	HISTORY,CVP,PCWP,HYPOVOLEMIA,LVFAILURE,,BP,HRBP,HREKG,HRSAT,PVSAT,VENTLUNG,ARTCO2,CATECHOL,HR	4.28537	16.0179	25.5278	1	1000
1010000000000000000000000000000000000	HISTORY	PCWP	NA	LVFAILURE	CVP,LVEDVOLUME,,STROKEVOLUME,CO,BP,HYPOVOLEMIA,SHUNT	0.899791	5.40949	24.9207	1	1000
0000000010000000000000000000000000001	HRBP	BP	NA	CO	ERRLOWOUTPUT,HREKG,HRSAT,TPR,PVSAT,SAO2,VENTALV,ARTCO2,CATECHOL,HR,,HISTORY,PCWP,HYPOVOLEMIA,LVEDVOLUME,LVFAILURE,STROKEVOLUME,ANAPHYLAXIS	9.36823	20.9618	24.6539	1	1000
0000000000000001000000000000010000000	EXPCO2	VENTTUBE	NA	VENTLUNG,INTUBATION	MINVOL,PVSAT,SAO2,SHUNT,,PRESS,MINVOLSET,VENTALV,ARTCO2,DISCONNECT,VENTMACH,CATECHOL	6.36638	26.9083	24.4542	1	1000
0001000000000000000000000000000000010	HYPOVOLEMIA	CO	NA	STROKEVOLUME	CVP,PCWP,LVEDVOLUME,,ANAPHYLAXIS,BP,HISTORY,LVFAILURE,HRBP,HREKG,HRSAT,PVSAT,VENTLUNG,ARTCO2,CATECHOL,HR	5.94051	8.84687	24.4447	1	1000
